,level_0,index,rating,caption,middle,reviews
302,302,302,1.0,(Translated by Google) Disappointed with shopee express but delivery is always directed to shopee express can't choose another expedition …, Disappointed with shopee express but delivery is always directed to shopee express can't choose another expedition …, Disappointed with shopee express but delivery is always directed to shopee express can't choose another expedition …
303,303,303,5.0,(Translated by Google) ok steady  (Original) oke mantap, ok steady  (Original, ok steady  
304,304,304,5.0,,,nan
305,305,305,1.0,"(Translated by Google) The courier is not professional. Always giving false reports to the company, the package hasn't arrived, it says the recipient can't be contacted even though no one is calling, the cellphone is still active. SIGA NU …"," The courier is not professional. Always giving false reports to the company, the package hasn't arrived, it says the recipient can't be contacted even though no one is calling, the cellphone is still active. SIGA NU …"," The courier is not professional. Always giving false reports to the company, the package hasn't arrived, it says the recipient can't be contacted even though no one is calling, the cellphone is still active. SIGA NU …"
306,306,306,4.0,(Translated by Google) There is no signboard beside the road. if from the direction of the market 200 meters to the left. …, There is no signboard beside the road. if from the direction of the market 200 meters to the left. …, There is no signboard beside the road. if from the direction of the market 200 meters to the left. …
307,307,307,1.0,"(Translated by Google) Please improve the performance, the item from the seller has been sent very quickly but the expedition doesn't know where it's piled up, I don't know where, on June 12, 2021, at around 2 pm there was news from the …"," Please improve the performance, the item from the seller has been sent very quickly but the expedition doesn't know where it's piled up, I don't know where, on June 12, 2021, at around 2 pm there was news from the …"," Please improve the performance, the item from the seller has been sent very quickly but the expedition doesn't know where it's piled up, I don't know where, on June 12, 2021, at around 2 pm there was news from the …"
308,308,308,1.0,"(Translated by Google) very long delivery, like I don't intend to be an expedition party. even though it's still in Bandung, not outside the island :) next time also include the number so you can be contacted so you don't play cancel the …"," very long delivery, like I don't intend to be an expedition party. even though it's still in Bandung, not outside the island :"," very long delivery, like I don't intend to be an expedition party. even though it's still in Bandung, not outside the island :"
309,309,309,1.0,"(Translated by Google) Not professional anying, stuff aing up Now can come ,,, disappointed for God's sake, where is his responsibility woooyyyy …"," Not professional anying, stuff aing up Now can come ,,, disappointed for God's sake, where is his responsibility woooyyyy …"," Not professional anying, stuff aing up Now can come ,,, disappointed for God's sake, where is his responsibility woooyyyy …"
310,310,310,1.0,"(Translated by Google) There are too many consumer stories/reviews about shopee express, so this 1 rating explains everything …"," There are too many consumer stories/reviews about shopee express, so this 1 rating explains everything …"," There are too many consumer stories/reviews about shopee express, so this 1 rating explains everything …"
311,311,311,1.0,(Translated by Google) It's been a long time 😅  (Original) Sungguh lila sekali 😅, It's been a long time 😅  (Original, It's been a long time 😅  
312,312,312,1.0,"(Translated by Google) PARAAAAHH!!!! The package has not been received, the status has been received... who is receiving this???? …"," PARAAAAHH!!!! The package has not been received, the status has been received... who is receiving this???? …"," PARAAAAHH!!!! The package has not been received, the status has been received... who is receiving this???? …"
313,313,313,1.0,(Translated by Google) Conch conch..  (Original) Keong keong.., Conch conch..  (Original, Conch conch..  
314,314,314,1.0,"(Translated by Google) It's very long, even though shipping from Jakarta to Bandung, it's better to use JNT or JNE faster …"," It's very long, even though shipping from Jakarta to Bandung, it's better to use JNT or JNE faster …"," It's very long, even though shipping from Jakarta to Bandung, it's better to use JNT or JNE faster …"
315,315,315,5.0,(Translated by Google) Where to buy quality fish seeds  (Original) …, Where to buy quality fish seeds  (Original, Where to buy quality fish seeds  
316,316,316,1.0,(Translated by Google) the original is really long.. it's better if you just close it if you can't go fast. not really ready to be an expedition. …, the original is really long.. it's better if you just close it if you can't go fast. not really ready to be an expedition. …, the original is really long.. it's better if you just close it if you can't go fast. not really ready to be an expedition. …
